Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC03401,SMC03401,7/8/2013,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G09018_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.45137,-117.3084488,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/12/2013,7/15/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC03401
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2009,SMC04054,SMC04054,5/27/2009,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.2,,0.46,0.5,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.837002,-117.0187531,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,1/1/1950,1/1/1950,1,,WestonSolu,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC04054
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC04441,SMC04441,7/18/2013,19:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G19025_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.69,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.17326,-117.2782288,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/23/2013,7/26/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04441
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC04806,SMC04806,7/11/2013,13:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G12043_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.26,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.890369,-117.1935883,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/16/2013,7/23/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04806
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC01049,SMC01049,6/15/2010,12:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F16029_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,14,,0.074,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.17601,-117.2048798,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/22/2010,6/29/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC01049
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC12246,SMC12246,7/23/2013,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G24020_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.1,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.839329,-117.044838,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/30/2013,8/5/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC12246
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC01201,SMC01201,6/2/2010,14:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F03037_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,8.6,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.08585,-117.055687,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/7/2010,6/17/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC01201
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC13062,SMC13062,7/23/2013,13:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G24020_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.41,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.775501,-117.1955719,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/30/2013,8/5/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC13062
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC13402,SMC13402,7/18/2013,12:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G19025_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.24,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.815849,-116.5653229,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/23/2013,7/26/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC13402
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2010,SMC01962,SMC01962,6/8/2010,14:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-0F09046_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.1,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.661018,-117.0391617,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/22/2010,6/24/2010,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC01962
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Black Canyon Creek at USFS Swimming hole,905BCC,4/8/2014,16:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4D09056_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.130859,-116.7957535,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,4/14/2014,4/21/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,905BCC
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Black Canyon Creek at USFS Swimming hole,905BCC,6/12/2014,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4F12010_SUPP1_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.23,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.130859,-116.7957535,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/25/2014,6/26/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,905BCC
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Boulder Creek Tributary,907BCT,5/14/2014,10:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4E15001_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.966541,-116.6521072,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/22/2014,5/27/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,907BCT
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,La Posta Creek at the narrowing,911LAP,4/9/2014,12:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4D10044_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.700211,-116.4815216,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,4/21/2014,4/23/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,911LAP
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC00345,SMC00345,7/19/2011,12:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1G21001_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,13,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.21048,-117.2248383,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/21/2011,7/27/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC00345
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Couser Canyon Creek approx. 140 m d/s of Pala Loma Dr.,903M20153,6/24/2015,13:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5F25018_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,23,,0.1,0.6,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.319611,-117.1020813,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/30/2015,7/2/2015,5,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903M20153
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC09162,SMC09162,8/1/2011,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1H02013_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.67,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.840881,-116.709877,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/3/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC09162
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2011,SMC16266,SMC16266,8/1/2011,14:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-1H02013_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.75,,0.074,0.1,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.818562,-116.7531281,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,8/3/2011,8/4/2011,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC16266
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Rose Creek at southern edge of 5555 Santa Fe St.,906M23318,4/28/2015,11:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5D29016_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.64,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.82478,-117.2304306,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/11/2015,5/12/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,906M23318
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2012,SMC01689,SMC01689,7/5/2012,11:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-2G06027_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.32,,0.084,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.267921,-117.2350693,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/10/2012,7/17/2012,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC01689
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2017,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,6/14/2017,8:00:00,Not Recorded,-88,m,Grab,1,1,WS-7F15019_TN,7F15019-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,7.1,,0.091,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Not Recorded,33.454868,-117.3016968,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/21/2017,6/26/2017,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,De Luz Creek,902WE0888
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2012,SMC04121,SMC04121,7/9/2012,11:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-2G10032_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,15,,0.094,0.3,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.184669,-117.1983414,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/10/2012,7/17/2012,2,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04121
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2018,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,5/17/2018,10:00:00,Not Recorded,-88,m,Grab,1,1,WKL_8E18066_W_TN,8E18066-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.5,,0.083,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.454868,-117.3016968,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/30/2018,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,De Luz Creek,902WE0888
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2012,SMC14218,SMC14218,7/11/2012,9:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-2G12047_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.67,,0.084,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.829979,-116.7360382,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/18/2012,7/23/2012,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC14218
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2012,SMC19228,SMC19228,7/16/2012,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-2G17027_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,5.1,,0.084,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.663528,-116.9863129,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/18/2012,7/23/2012,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC19228
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC04294,SMC04294,7/11/2013,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G12043_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.41,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.937408,-117.1416168,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/16/2013,7/23/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04294
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2013,SMC26694,SMC26694,7/16/2013,12:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-3G17033_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.59,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.837849,-116.7168579,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/23/2013,7/26/2013,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC26694
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2019,Escondido Creek above Country Club Dr.,904WE1125,6/17/2019,8:15:00,Not Recorded,-88,m,Grab,1,1,WKL_9F18091_W_TN_1819,9F18091-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,6.1,,0.083,0.2,=,None,NA,NR,,,,,WQ,Not Recorded,WestonSolu,,Water_Grab,33.098961,-117.1287613,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,6/29/2019,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,904WE1125
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Fench Creek at CSP Palomar/USFS border,903FRC,4/8/2014,9:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4D09056_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.356522,-116.9128265,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,4/14/2014,4/21/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903FRC
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,Fench Creek at CSP Palomar/USFS border,903FRC,5/12/2014,10:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4E13047_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.356522,-116.9128265,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,5/15/2014,5/19/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903FRC
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,SMC00198,SMC00198,7/9/2014,8:10:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4G10019_SUPP4_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.06,,0.06,0.2,ND,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.937099,-117.1385117,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/17/2014,7/21/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC00198
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,SMC01990,SMC01990,7/15/2014,14:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4G16040_SUPP2_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.9,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.796501,-117.1132736,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/25/2014,7/29/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,,SMC01990
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,SMC03510,SMC03510,7/15/2014,9:15:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4G16040_SUPP2_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,8.2,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.563641,-116.7873383,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/25/2014,7/29/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC03510
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2014,SMC04661,SMC04661,7/16/2014,8:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-4G17053_SUPP3_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.1,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.406071,-117.2249985,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,7/25/2014,7/29/2014,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,SMC04661
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,Agua Hedionda Creek Tributary at east end of Cannon Rd.,904M21720,6/22/2015,12:45:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5F23004_SUPP1_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.3,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.156712,-117.2826309,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/30/2015,7/2/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,904M21720
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,"Campo Creek at Hwy 94, 500 m u/s of entrance to Mtn. Empire RV Park",911M24913,4/23/2015,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5D24048_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.5,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,32.58971,-116.5158234,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,4/28/2015,4/30/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,911M24913
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2015,De Luz Creek Trib ~1.8mi above De Luz Creek,902WE0888,6/16/2015,12:00:00,Not Recorded,-88,m,Grab,1,1,WS-SMC-5F17034_SUPP1_calc_TN,,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,4,,0.06,0.2,=,None,NR,NR,,,,,BA,Not Recorded,WestonSolu,,Not Recorded,33.454868,-117.3016968,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/19/2015,6/23/2015,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,De Luz Creek,902WE0888
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2017,Cedar Creek approx. 2.4 km U/S Cedar Creek Rd.,907M23346,6/15/2017,9:30:00,Not Recorded,-88,m,Grab,1,1,WS-7F16012_TN,7F16012-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,-0.091,,0.091,0.2,ND,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Not Recorded,33.004681,-116.6843567,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/22/2017,6/26/2017,1,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,907M23346
Stormwater Monitoring Coalition Regional Watershed Monitoring,SMC Regional Watershed Monitoring,SMC Regional Watershed Monitoring 2017,Double Canyon,903M20208,6/12/2017,11:30:00,Not Recorded,-88,m,Grab,1,1,WS-7F13081_TN,7F13081-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,30,,0.46,1.1,=,None,NR,NR,,,,,WQ,Not Recorded,WestonSolu,,Not Recorded,33.32692,-117.1228333,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,Not Recorded,6/21/2017,6/23/2017,10,,WKL,WestonSolu,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903M20208
